group,genome_bp,cds
MHQ MAG (N=2288),1137871.21,1237.95
MHQ MAG (N=2288),1133594.51,1097.25
MHQ MAG (N=2288),1609871.6,1708.11
MHQ MAG (N=2288),4127210.32,4340.14
MHQ MAG (N=2288),2660238.57,2657.49
MHQ MAG (N=2288),2926061.84,2266.09
MHQ MAG (N=2288),4328202.77,4860.52
MHQ MAG (N=2288),3086754.08,2756.52
MHQ MAG (N=2288),4515475.57,4533.19
MHQ MAG (N=2288),1596180.8,1789.05
MHQ MAG (N=2288),3052005.78,3039.45
MHQ MAG (N=2288),2343349.75,1892.42
MHQ MAG (N=2288),1316591.19,1301.42
MHQ MAG (N=2288),2197869.59,1972.58
MHQ MAG (N=2288),4420132.7,4801.52
MHQ MAG (N=2288),1436035.07,1605.54
MHQ MAG (N=2288),2760896.7,2625.76
MHQ MAG (N=2288),1888822.53,1822.22
MHQ MAG (N=2288),1491744.61,1616.05
MHQ MAG (N=2288),2321968.5,1797.19
MHQ MAG (N=2288),3418502.55,2925.9
MHQ MAG (N=2288),1634290.34,1439.66
MHQ MAG (N=2288),2033944.86,2362.44
MHQ MAG (N=2288),1880036.43,1572.2
MHQ MAG (N=2288),1884467.38,1664.84
MHQ MAG (N=2288),2312455.06,2135.25
MHQ MAG (N=2288),1992256.91,1965.12
MHQ MAG (N=2288),4116114.46,3841.91
MHQ MAG (N=2288),2703804.75,3262.94
MHQ MAG (N=2288),2829013.12,2424.79
MHQ MAG (N=2288),3027493.58,2685.76
MHQ MAG (N=2288),1456704.4,1400.64
MHQ MAG (N=2288),1809163.53,1675.74
MHQ MAG (N=2288),3732538.35,3802.88
MHQ MAG (N=2288),2308322.74,2201.63
MHQ MAG (N=2288),2072497.63,1719.99
MHQ MAG (N=2288),14454397.71,14170.63
MHQ MAG (N=2288),4826772.93,4925.89
MHQ MAG (N=2288),1961923.34,1896.11
MHQ MAG (N=2288),1636420.37,1558.86
MHQ MAG (N=2288),6761973.64,6238.13
MHQ MAG (N=2288),1625796.95,1435.3
MHQ MAG (N=2288),2207564.15,2317.61
MHQ MAG (N=2288),1714638.48,1761.32
MHQ MAG (N=2288),1177736.88,1131.98
MHQ MAG (N=2288),717511.4,693.48
MHQ MAG (N=2288),1598472.04,1518.46
MHQ MAG (N=2288),2884576.88,2511.4
MHQ MAG (N=2288),2893608.39,2666.8
MHQ MAG (N=2288),3928033.87,3986.17
MHQ MAG (N=2288),1215860.99,1128.74
MHQ MAG (N=2288),2999060.97,3095.67
MHQ MAG (N=2288),1844499.72,1906.84
MHQ MAG (N=2288),1482190.86,1284.23
MHQ MAG (N=2288),2219328.82,1870.48
MHQ MAG (N=2288),848613.02,768.85
MHQ MAG (N=2288),744702.77,678.74
MHQ MAG (N=2288),10217100.2,10228.42
MHQ MAG (N=2288),6152477.69,6344.87
MHQ MAG (N=2288),1856038.67,1684.13
MHQ MAG (N=2288),2239429.2,2553.6
MHQ MAG (N=2288),4394209.19,4862.47
MHQ MAG (N=2288),3719006.14,3832.3
MHQ MAG (N=2288),1650310.31,1590.12
MHQ MAG (N=2288),2623906.5,2731.84
MHQ MAG (N=2288),2312016.97,2404.07
MHQ MAG (N=2288),2033958.1,1908.85
MHQ MAG (N=2288),2687276.22,2884.84
MHQ MAG (N=2288),2004507.1,1864.33
MHQ MAG (N=2288),3139293.42,3346.55
MHQ MAG (N=2288),1871597.6,1618.61
MHQ MAG (N=2288),2437374.42,2205.14
MHQ MAG (N=2288),4478765.75,4736.93
MHQ MAG (N=2288),4153284.18,3430.75
MHQ MAG (N=2288),2495734.25,2385.44
MHQ MAG (N=2288),6513244.81,6215.21
MHQ MAG (N=2288),5349351.27,5187.39
MHQ MAG (N=2288),1435730.12,1445.72
MHQ MAG (N=2288),4471264.9,4591.91
MHQ MAG (N=2288),1386304.03,1414.89
MHQ MAG (N=2288),1151260.47,1031.02
MHQ MAG (N=2288),1794960.76,1744.45
MHQ MAG (N=2288),2376334.81,2884.3
MHQ MAG (N=2288),954540.47,827.97
MHQ MAG (N=2288),3043385.01,2565.02
MHQ MAG (N=2288),3142749.5,3458.85
MHQ MAG (N=2288),2600767.49,2548.79
MHQ MAG (N=2288),1100247.24,1112.94
MHQ MAG (N=2288),3529362.87,3272.48
MHQ MAG (N=2288),9470835.98,10406.45
MHQ MAG (N=2288),1688740.39,1553.22
MHQ MAG (N=2288),1959743.71,1898.31
MHQ MAG (N=2288),2809326.04,2534.64
MHQ MAG (N=2288),1078038.09,1137.16
MHQ MAG (N=2288),1823536.47,1876.58
MHQ MAG (N=2288),1185674.22,1109.62
MHQ MAG (N=2288),1118249.64,1156.26
MHQ MAG (N=2288),996055.54,823.54
MHQ MAG (N=2288),2381339.25,2671.03
MHQ MAG (N=2288),3701668.6,3632.29
MHQ MAG (N=2288),3259084.63,3273.57
MHQ MAG (N=2288),5939376.67,6005.79
MHQ MAG (N=2288),2414510.91,2283.02
MHQ MAG (N=2288),2911236.17,3005.4
MHQ MAG (N=2288),7365570.17,7394.81
MHQ MAG (N=2288),3157434.26,3001.04
MHQ MAG (N=2288),1753746.11,1558.42
MHQ MAG (N=2288),3595842.86,3443.81
MHQ MAG (N=2288),2283946.1,2522.86
MHQ MAG (N=2288),2257526.44,2300.52
MHQ MAG (N=2288),8843748.79,10858.29
MHQ MAG (N=2288),3287677.29,3131.77
MHQ MAG (N=2288),2428625.31,2178.47
MHQ MAG (N=2288),1274408.29,1259.55
MHQ MAG (N=2288),4081703.64,4136.22
MHQ MAG (N=2288),3235548.91,3598.99
MHQ MAG (N=2288),2015091.95,1976.45
MHQ MAG (N=2288),3775139.69,3678.46
MHQ MAG (N=2288),1067856.84,901.62
MHQ MAG (N=2288),1997911.69,2195.01
MHQ MAG (N=2288),1922633.39,1821.48
MHQ MAG (N=2288),3112794.58,2767.01
MHQ MAG (N=2288),6193159.81,6332.92
MHQ MAG (N=2288),2583101.24,2836.75
MHQ MAG (N=2288),2060778.95,2466.41
MHQ MAG (N=2288),2555525.35,2053.99
MHQ MAG (N=2288),2243555.07,1982.84
MHQ MAG (N=2288),1116579.48,1221.59
MHQ MAG (N=2288),2046003.24,1828.36
MHQ MAG (N=2288),2470895.14,2679.92
MHQ MAG (N=2288),1876928.28,1964.48
MHQ MAG (N=2288),3849037.74,4147.31
MHQ MAG (N=2288),3827704.83,3569.64
MHQ MAG (N=2288),3779739.86,4119.25
MHQ MAG (N=2288),1636024.68,1343.93
MHQ MAG (N=2288),3452564.01,2637.64
MHQ MAG (N=2288),3836931.91,3926.15
MHQ MAG (N=2288),3143150.67,3039.16
MHQ MAG (N=2288),7362288.8,7758.99
MHQ MAG (N=2288),2274404.07,2048.67
MHQ MAG (N=2288),4828775.79,5082.79
MHQ MAG (N=2288),2593931.44,2287.96
MHQ MAG (N=2288),1652327.15,1423.1
MHQ MAG (N=2288),4106389.83,3510.8
MHQ MAG (N=2288),2377748.62,2260.87
MHQ MAG (N=2288),3754959.5,3324.19
MHQ MAG (N=2288),3022316.39,2901.25
MHQ MAG (N=2288),1979843.39,2214.43
MHQ MAG (N=2288),2444621.6,2015.25
MHQ MAG (N=2288),5470815.96,5055.52
MHQ MAG (N=2288),2447404.43,2592.47
MHQ MAG (N=2288),3912632.69,3747.04
MHQ MAG (N=2288),1459118.38,1333.6
MHQ MAG (N=2288),3286444.08,2499.67
MHQ MAG (N=2288),3605442.35,3116.48
MHQ MAG (N=2288),6621984.13,6115.58
MHQ MAG (N=2288),4728816.65,4256.51
MHQ MAG (N=2288),979652.71,1034.37
MHQ MAG (N=2288),2148251.29,2612.86
MHQ MAG (N=2288),1521121.25,1768.81
MHQ MAG (N=2288),602559.59,580.61
MHQ MAG (N=2288),2025297.0,1945.23
MHQ MAG (N=2288),2158358.88,1967.39
MHQ MAG (N=2288),1288313.08,1233.36
MHQ MAG (N=2288),3333787.27,3640.6
MHQ MAG (N=2288),4744920.45,4581.76
MHQ MAG (N=2288),3697644.51,3812.8
MHQ MAG (N=2288),3348255.9,3146.71
MHQ MAG (N=2288),5078716.74,4602.65
MHQ MAG (N=2288),7511205.72,6688.35
MHQ MAG (N=2288),2459193.31,2500.81
MHQ MAG (N=2288),2246031.49,2089.98
MHQ MAG (N=2288),3622279.74,3686.03
MHQ MAG (N=2288),1076083.46,1131.24
MHQ MAG (N=2288),5817272.85,5676.11
MHQ MAG (N=2288),4438441.44,3751.27
MHQ MAG (N=2288),1505146.68,1245.85
MHQ MAG (N=2288),3438676.94,2983.87
MHQ MAG (N=2288),6044202.54,6914.84
MHQ MAG (N=2288),1023589.15,960.74
MHQ MAG (N=2288),3001072.5,2251.84
MHQ MAG (N=2288),3261837.38,3394.93
MHQ MAG (N=2288),3813011.29,3267.32
MHQ MAG (N=2288),2838478.96,2313.99
MHQ MAG (N=2288),2736951.47,2938.36
MHQ MAG (N=2288),1475248.62,1289.99
MHQ MAG (N=2288),2536385.21,2501.6
MHQ MAG (N=2288),2526918.34,2473.47
MHQ MAG (N=2288),1772926.01,1655.04
MHQ MAG (N=2288),1080275.0,914.5
MHQ MAG (N=2288),2854891.67,2714.2
MHQ MAG (N=2288),2627835.53,2170.51
MHQ MAG (N=2288),1033480.21,1044.97
MHQ MAG (N=2288),1550162.35,1693.79
MHQ MAG (N=2288),2206458.05,2377.45
MHQ MAG (N=2288),5726202.3,5815.27
MHQ MAG (N=2288),3457457.19,3114.97
MHQ MAG (N=2288),3288136.37,2738.0
MHQ MAG (N=2288),2393551.12,2032.85
MHQ MAG (N=2288),1980171.65,1976.6
MHQ MAG (N=2288),2757288.42,2632.85
MHQ MAG (N=2288),1740324.95,1409.92
MHQ MAG (N=2288),3122734.47,2818.39
MHQ MAG (N=2288),1685756.07,1680.87
MHQ MAG (N=2288),5068702.38,4036.94
MHQ MAG (N=2288),5069173.07,4307.69
MHQ MAG (N=2288),2099252.83,1973.09
MHQ MAG (N=2288),6558866.18,6541.25
MHQ MAG (N=2288),4686211.15,3687.13
MHQ MAG (N=2288),5084385.57,5501.83
MHQ MAG (N=2288),1344059.45,1430.2
MHQ MAG (N=2288),1150667.76,1020.42
MHQ MAG (N=2288),2242050.49,2007.6
MHQ MAG (N=2288),6168836.29,5880.34
MHQ MAG (N=2288),927103.64,995.87
MHQ MAG (N=2288),1516546.18,1594.45
MHQ MAG (N=2288),2175973.85,1911.48
MHQ MAG (N=2288),1258309.04,1179.47
MHQ MAG (N=2288),2838725.2,2502.82
MHQ MAG (N=2288),3910996.73,3083.15
MHQ MAG (N=2288),8824683.11,8276.09
MHQ MAG (N=2288),3931499.96,3638.47
MHQ MAG (N=2288),6970246.53,6191.06
MHQ MAG (N=2288),1348318.44,1255.86
MHQ MAG (N=2288),832863.24,730.05
MHQ MAG (N=2288),4315354.77,3572.51
MHQ MAG (N=2288),5582235.35,4893.31
MHQ MAG (N=2288),2334411.11,2270.07
MHQ MAG (N=2288),3823812.18,4163.84
MHQ MAG (N=2288),1217672.4,1184.76
MHQ MAG (N=2288),1922316.03,1587.34
MHQ MAG (N=2288),1249310.9,1102.62
MHQ MAG (N=2288),883022.12,1072.37
MHQ MAG (N=2288),2402414.08,2162.8
MHQ MAG (N=2288),1423742.36,1523.26
MHQ MAG (N=2288),2098048.42,2240.58
MHQ MAG (N=2288),4881550.22,4601.59
MHQ MAG (N=2288),1414258.97,1328.2
MHQ MAG (N=2288),3388256.26,3485.6
MHQ MAG (N=2288),2284699.68,2008.9
MHQ MAG (N=2288),3508882.02,3764.78
MHQ MAG (N=2288),3357925.33,3032.64
MHQ MAG (N=2288),3311857.65,3187.18
MHQ MAG (N=2288),2003047.28,2025.45
MHQ MAG (N=2288),4159276.44,4165.66
MHQ MAG (N=2288),4711799.77,4194.86
MHQ MAG (N=2288),2458507.86,2606.95
MHQ MAG (N=2288),3275490.56,2540.1
MHQ MAG (N=2288),1920241.77,1681.61
MHQ MAG (N=2288),1465731.08,1648.82
MHQ MAG (N=2288),1427998.16,1273.43
MHQ MAG (N=2288),3057775.44,3752.04
MHQ MAG (N=2288),2651339.37,2782.44
MHQ MAG (N=2288),7467989.82,7804.36
MHQ MAG (N=2288),4295344.62,4317.56
MHQ MAG (N=2288),1585225.78,1530.72
MHQ MAG (N=2288),6622378.2,6556.5
MHQ MAG (N=2288),2181357.38,1926.47
MHQ MAG (N=2288),3251788.12,3336.21
MHQ MAG (N=2288),3201392.87,3446.17
MHQ MAG (N=2288),3950733.58,4224.74
MHQ MAG (N=2288),8880942.89,8578.64
MHQ MAG (N=2288),1797873.46,2095.5
MHQ MAG (N=2288),3180079.58,2882.7
MHQ MAG (N=2288),2090112.68,2214.13
MHQ MAG (N=2288),2231962.12,1931.1
MHQ MAG (N=2288),1770360.05,1681.76
MHQ MAG (N=2288),4334057.59,3304.69
MHQ MAG (N=2288),1582201.26,1688.12
MHQ MAG (N=2288),3733624.49,3669.87
MHQ MAG (N=2288),5818089.23,5794.94
MHQ MAG (N=2288),2107402.85,2169.34
MHQ MAG (N=2288),1382938.85,1084.71
MHQ MAG (N=2288),3242236.48,3184.18
MHQ MAG (N=2288),3162199.22,2958.06
MHQ MAG (N=2288),1259873.31,1107.89
MHQ MAG (N=2288),1918660.21,1791.15
MHQ MAG (N=2288),4027150.38,3982.87
MHQ MAG (N=2288),2110435.64,2057.42
MHQ MAG (N=2288),3078825.8,2889.28
MHQ MAG (N=2288),3372567.31,3386.63
MHQ MAG (N=2288),2735918.85,2352.63
MHQ MAG (N=2288),3940784.6,3762.43
MHQ MAG (N=2288),1088035.57,942.14
MHQ MAG (N=2288),1380610.21,1587.28
MHQ MAG (N=2288),1650331.59,1377.68
MHQ MAG (N=2288),1203005.41,1022.75
MHQ MAG (N=2288),6785770.83,7226.22
MHQ MAG (N=2288),1798344.92,2094.48
MHQ MAG (N=2288),4526592.28,4059.34
MHQ MAG (N=2288),1606317.54,1447.32
MHQ MAG (N=2288),3176956.05,2921.68
MHQ MAG (N=2288),2224707.07,1976.18
MHQ MAG (N=2288),730831.71,622.43
MHQ MAG (N=2288),1120016.2,960.57
MHQ MAG (N=2288),3029525.34,2665.88
MHQ MAG (N=2288),1433992.25,1457.01
MHQ MAG (N=2288),4178427.51,4619.86
MHQ MAG (N=2288),5462407.72,5078.6
MHQ MAG (N=2288),5610446.18,6130.32
MHQ MAG (N=2288),2996103.92,2926.7
MHQ MAG (N=2288),2026071.93,1586.98
MHQ MAG (N=2288),6060869.94,5011.93
MHQ MAG (N=2288),7224402.63,7868.51
MHQ MAG (N=2288),1673039.03,1704.24
MHQ MAG (N=2288),2929665.94,2652.4
MHQ MAG (N=2288),5553165.07,4449.88
MHQ MAG (N=2288),3953191.32,3409.32
MHQ MAG (N=2288),1202462.04,1377.15
MHQ MAG (N=2288),3157761.31,3141.14
MHQ MAG (N=2288),649243.95,653.62
MHQ MAG (N=2288),2217650.42,2049.16
MHQ MAG (N=2288),917775.33,882.58
MHQ MAG (N=2288),3232017.36,3132.96
MHQ MAG (N=2288),5100536.62,5008.51
MHQ MAG (N=2288),4819425.83,4368.78
MHQ MAG (N=2288),3987907.7,3917.23
MHQ MAG (N=2288),4281216.03,4657.83
MHQ MAG (N=2288),4370605.09,4087.91
MHQ MAG (N=2288),1385131.84,1238.22
MHQ MAG (N=2288),3282036.14,3077.09
MHQ MAG (N=2288),1443157.55,1446.16
MHQ MAG (N=2288),4123328.88,3672.7
MHQ MAG (N=2288),1611462.45,1443.58
MHQ MAG (N=2288),8564744.83,8635.55
MHQ MAG (N=2288),2099098.86,2113.33
MHQ MAG (N=2288),5748005.67,6009.19
MHQ MAG (N=2288),2429857.22,2174.42
MHQ MAG (N=2288),2748539.37,2342.68
MHQ MAG (N=2288),3771585.94,3548.22
MHQ MAG (N=2288),3421862.69,2984.19
MHQ MAG (N=2288),4379474.53,4412.58
MHQ MAG (N=2288),1495887.76,1321.47
MHQ MAG (N=2288),7024658.27,8003.13
MHQ MAG (N=2288),3818419.68,3630.18
MHQ MAG (N=2288),1792579.36,1783.73
MHQ MAG (N=2288),2887798.82,2635.22
MHQ MAG (N=2288),7609899.62,6343.37
MHQ MAG (N=2288),1767167.09,1689.79
MHQ MAG (N=2288),2446562.0,2274.36
MHQ MAG (N=2288),4245006.15,3827.69
MHQ MAG (N=2288),6355054.57,5004.12
MHQ MAG (N=2288),2601312.41,2653.31
MHQ MAG (N=2288),5818836.01,5496.61
MHQ MAG (N=2288),3444541.89,3028.92
MHQ MAG (N=2288),7534417.03,7296.1
MHQ MAG (N=2288),2940367.08,3220.33
MHQ MAG (N=2288),2003176.17,1532.1
MHQ MAG (N=2288),1979738.74,1686.79
MHQ MAG (N=2288),1831811.2,1791.75
MHQ MAG (N=2288),3791837.13,4191.76
MHQ MAG (N=2288),4852446.92,4496.45
MHQ MAG (N=2288),3591882.14,3937.29
MHQ MAG (N=2288),3034546.5,2583.49
MHQ MAG (N=2288),4920773.88,4346.51
MHQ MAG (N=2288),4020461.35,3748.94
MHQ MAG (N=2288),1603117.71,1526.15
MHQ MAG (N=2288),2972545.76,2636.59
MHQ MAG (N=2288),1732546.49,1417.49
MHQ MAG (N=2288),3504444.74,3210.31
MHQ MAG (N=2288),1728915.06,1613.06
MHQ MAG (N=2288),1088336.09,1229.66
MHQ MAG (N=2288),1537502.72,1555.94
MHQ MAG (N=2288),2798468.13,2945.62
MHQ MAG (N=2288),3969254.43,4422.32
MHQ MAG (N=2288),2116443.48,1812.91
MHQ MAG (N=2288),3002160.07,2786.28
MHQ MAG (N=2288),5183233.27,5077.51
MHQ MAG (N=2288),3883204.62,3915.03
MHQ MAG (N=2288),1822613.61,1937.96
MHQ MAG (N=2288),1644009.87,1958.7
MHQ MAG (N=2288),1323210.98,1185.22
MHQ MAG (N=2288),2044605.71,1770.39
MHQ MAG (N=2288),1218196.14,1369.51
MHQ MAG (N=2288),2670748.81,2270.01
MHQ MAG (N=2288),5838814.13,6119.76
MHQ MAG (N=2288),3846320.55,3992.82
MHQ MAG (N=2288),5986519.63,5350.19
MHQ MAG (N=2288),2468132.26,2255.58
MHQ MAG (N=2288),3142704.14,3161.24
MHQ MAG (N=2288),2650163.09,2795.59
MHQ MAG (N=2288),1371433.54,1096.46
MHQ MAG (N=2288),2680479.08,2673.11
MHQ MAG (N=2288),2473787.71,2257.43
MHQ MAG (N=2288),1054399.84,955.89
MHQ MAG (N=2288),1195918.8,1303.11
MHQ MAG (N=2288),2861399.91,2534.51
MHQ MAG (N=2288),9120866.02,8498.35
MHQ MAG (N=2288),2402417.89,2466.2
MHQ MAG (N=2288),3129359.43,3416.09
MHQ MAG (N=2288),4265786.9,3987.08
MHQ MAG (N=2288),2460337.95,2565.36
MHQ MAG (N=2288),4612802.85,5417.76
MHQ MAG (N=2288),3741338.3,4499.77
MHQ MAG (N=2288),4962610.18,3934.15
MHQ MAG (N=2288),4937753.78,4249.88
MHQ MAG (N=2288),4609080.76,4165.32
MHQ MAG (N=2288),2229984.26,2255.42
MHQ MAG (N=2288),1746770.39,1786.46
MHQ MAG (N=2288),3374124.81,3048.46
MHQ MAG (N=2288),5573827.91,5046.39
MHQ MAG (N=2288),2038510.19,1790.69
MHQ MAG (N=2288),1380157.31,1205.38
MHQ MAG (N=2288),1644829.71,1445.87
MHQ MAG (N=2288),1646683.39,1419.25
MHQ MAG (N=2288),2661178.54,2477.04
MHQ MAG (N=2288),1423884.73,1327.91
MHQ MAG (N=2288),1517138.61,1603.76
MHQ MAG (N=2288),2319960.47,2274.06
MHQ MAG (N=2288),2417632.46,2057.23
MHQ MAG (N=2288),3424812.92,3075.06
MHQ MAG (N=2288),3354303.93,3387.38
MHQ MAG (N=2288),1206507.86,1201.74
MHQ MAG (N=2288),1652202.24,1755.87
MHQ MAG (N=2288),7525027.78,7281.44
MHQ MAG (N=2288),4276251.81,3439.34
MHQ MAG (N=2288),7161487.17,7291.44
MHQ MAG (N=2288),1309792.57,1231.44
MHQ MAG (N=2288),4094743.5,4256.04
MHQ MAG (N=2288),4769795.59,5061.85
MHQ MAG (N=2288),2382046.88,2570.79
MHQ MAG (N=2288),3960212.83,3385.7
MHQ MAG (N=2288),4262325.05,4770.79
MHQ MAG (N=2288),723020.12,737.27
MHQ MAG (N=2288),2781568.56,2665.66
MHQ MAG (N=2288),1206016.06,1208.95
MHQ MAG (N=2288),2177521.3,2229.21
MHQ MAG (N=2288),5389927.16,5685.52
MHQ MAG (N=2288),3343201.08,3183.9
MHQ MAG (N=2288),2728123.28,2778.94
MHQ MAG (N=2288),4478591.29,4338.79
MHQ MAG (N=2288),5087589.44,4762.97
MHQ MAG (N=2288),2130609.2,2251.12
MHQ MAG (N=2288),918817.5,932.27
MHQ MAG (N=2288),2767060.96,2977.3
MHQ MAG (N=2288),4305307.9,3851.08
MHQ MAG (N=2288),2796608.12,2656.9
MHQ MAG (N=2288),3126998.31,2294.18
MHQ MAG (N=2288),3511381.51,3796.59
MHQ MAG (N=2288),2607986.99,2457.48
MHQ MAG (N=2288),1884655.34,1938.38
MHQ MAG (N=2288),1928379.08,2003.58
MHQ MAG (N=2288),4256269.56,4009.63
MHQ MAG (N=2288),3584238.94,3236.42
MHQ MAG (N=2288),2774124.13,2362.2
MHQ MAG (N=2288),8008882.15,7557.2
MHQ MAG (N=2288),1517222.43,1592.37
MHQ MAG (N=2288),2454525.03,2007.4
MHQ MAG (N=2288),6197585.14,5823.74
MHQ MAG (N=2288),7611881.96,5554.93
MHQ MAG (N=2288),3331933.87,3312.61
MHQ MAG (N=2288),1553590.97,1245.11
MHQ MAG (N=2288),2223742.36,2191.21
MHQ MAG (N=2288),3555835.29,3084.75
MHQ MAG (N=2288),4057107.1,3745.8
MHQ MAG (N=2288),1735919.92,1854.82
MHQ MAG (N=2288),1902134.7,1599.18
MHQ MAG (N=2288),3693105.13,3537.39
MHQ MAG (N=2288),1173209.82,966.89
MHQ MAG (N=2288),2024239.35,1633.48
MHQ MAG (N=2288),2439177.77,2461.8
MHQ MAG (N=2288),3048293.66,2789.49
MHQ MAG (N=2288),2348105.02,2530.25
MHQ MAG (N=2288),5750922.04,5216.71
MHQ MAG (N=2288),1350735.01,1382.34
MHQ MAG (N=2288),4069792.99,3819.06
MHQ MAG (N=2288),7647014.43,7399.73
MHQ MAG (N=2288),6747990.86,6632.86
MHQ MAG (N=2288),968811.48,929.7
MHQ MAG (N=2288),5284618.97,5825.72
MHQ MAG (N=2288),2587805.86,2519.45
MHQ MAG (N=2288),2954389.73,3487.78
MHQ MAG (N=2288),1946923.7,1902.67
MHQ MAG (N=2288),4534591.3,4579.16
MHQ MAG (N=2288),3011562.97,2445.0
MHQ MAG (N=2288),1973637.49,2124.58
MHQ MAG (N=2288),2565914.42,2278.62
MHQ MAG (N=2288),4892059.84,5283.87
MHQ MAG (N=2288),2185231.56,1905.71
MHQ MAG (N=2288),1943187.77,1918.08
MHQ MAG (N=2288),4090209.93,3812.67
MHQ MAG (N=2288),889043.14,780.55
MHQ MAG (N=2288),2610239.19,2484.14
MHQ MAG (N=2288),1054979.56,894.3
MHQ MAG (N=2288),3057057.14,2983.39
MHQ MAG (N=2288),2949986.93,3041.64
MHQ MAG (N=2288),2986478.47,2360.45
MHQ MAG (N=2288),4479044.41,4986.18
MHQ MAG (N=2288),5096043.91,4623.64
MHQ MAG (N=2288),2054757.38,1920.82
MHQ MAG (N=2288),3659642.69,4004.64
MHQ MAG (N=2288),2034486.34,1727.36
MHQ MAG (N=2288),4767919.0,5282.83
MHQ MAG (N=2288),5371666.52,5414.01
MHQ MAG (N=2288),1385142.6,1264.13
MHQ MAG (N=2288),2885661.64,2844.78
MHQ MAG (N=2288),3896459.41,4335.66
MHQ MAG (N=2288),2372893.75,2286.82
MHQ MAG (N=2288),1751702.11,1685.62
MHQ MAG (N=2288),2533380.76,2337.23
MHQ MAG (N=2288),2795632.26,2791.19
MHQ MAG (N=2288),6167920.32,6375.28
MHQ MAG (N=2288),3332966.5,3271.63
MHQ MAG (N=2288),3289298.11,3729.44
MHQ MAG (N=2288),3774858.68,3667.72
MHQ MAG (N=2288),4037584.41,3540.91
MHQ MAG (N=2288),2712401.94,2776.14
MHQ MAG (N=2288),3100348.88,3449.68
MHQ MAG (N=2288),6655448.84,5627.44
MHQ MAG (N=2288),4381975.57,4511.86
MHQ MAG (N=2288),1585802.07,1519.45
MHQ MAG (N=2288),4433736.78,5202.75
MHQ MAG (N=2288),1259320.28,1243.66
MHQ MAG (N=2288),1683828.58,1530.08
MHQ MAG (N=2288),602559.59,517.09
MHQ MAG (N=2288),3209635.88,2927.76
MHQ MAG (N=2288),2428934.73,2165.13
MHQ MAG (N=2288),4423631.62,3998.65
MHQ MAG (N=2288),4577958.94,4019.12
MHQ MAG (N=2288),3957304.83,4736.06
MHQ MAG (N=2288),5120510.26,5065.94
MHQ MAG (N=2288),2684484.18,2876.85
MHQ MAG (N=2288),4726069.2,3872.1
MHQ MAG (N=2288),3520743.35,2594.08
MHQ MAG (N=2288),1851371.93,1747.75
MHQ MAG (N=2288),2279775.08,1934.75
MHQ MAG (N=2288),4212651.17,3691.87
MHQ MAG (N=2288),1192111.81,1199.35
MHQ MAG (N=2288),4360858.82,3862.06
MHQ MAG (N=2288),2403818.45,2218.42
MHQ MAG (N=2288),2805130.63,2487.23
MHQ MAG (N=2288),2975042.19,2976.78
MHQ MAG (N=2288),968569.17,916.67
MHQ MAG (N=2288),5444154.55,5559.61
MHQ MAG (N=2288),3589856.39,3600.96
MHQ MAG (N=2288),2224466.19,2145.72
MHQ MAG (N=2288),1870510.57,1760.03
MHQ MAG (N=2288),1651505.6,1551.37
MHQ MAG (N=2288),3746725.37,3593.98
MHQ MAG (N=2288),1558266.01,1324.98
MHQ MAG (N=2288),1527413.18,1648.5
MHQ MAG (N=2288),1268472.86,1335.17
MHQ MAG (N=2288),1172256.67,989.08
MHQ MAG (N=2288),1510875.05,1274.52
MHQ MAG (N=2288),5585443.08,4724.02
MHQ MAG (N=2288),2962272.66,3094.26
MHQ MAG (N=2288),3921006.03,4259.72
MHQ MAG (N=2288),5021248.07,5768.24
MHQ MAG (N=2288),2778967.63,2477.77
MHQ MAG (N=2288),1146793.72,962.96
MHQ MAG (N=2288),8686099.04,8543.76
MHQ MAG (N=2288),824228.59,922.75
MHQ MAG (N=2288),3216552.66,2887.93
MHQ MAG (N=2288),1915964.14,2036.7
MHQ MAG (N=2288),4636152.62,4839.02
MHQ MAG (N=2288),1789596.54,1790.39
MHQ MAG (N=2288),897559.87,800.87
MHQ MAG (N=2288),2024870.11,2242.01
MHQ MAG (N=2288),11809031.78,11159.8
MHQ MAG (N=2288),2172917.48,1791.87
MHQ MAG (N=2288),6708082.24,6371.58
MHQ MAG (N=2288),6510357.11,5969.33
MHQ MAG (N=2288),2344744.08,2283.19
MHQ MAG (N=2288),1881467.77,1847.61
MHQ MAG (N=2288),1705896.34,1791.9
MHQ MAG (N=2288),1713577.93,1817.13
MHQ MAG (N=2288),4917245.77,4576.6
MHQ MAG (N=2288),2545536.3,2212.31
MHQ MAG (N=2288),2121308.51,1742.56
MHQ MAG (N=2288),2692460.91,2462.3
MHQ MAG (N=2288),4264741.32,4274.4
MHQ MAG (N=2288),2482835.46,2517.75
MHQ MAG (N=2288),1649084.51,1643.18
MHQ MAG (N=2288),5009277.49,4822.08
MHQ MAG (N=2288),5348476.68,4479.02
MHQ MAG (N=2288),7369925.56,7426.78
MHQ MAG (N=2288),1974600.58,1701.76
MHQ MAG (N=2288),3375165.31,3380.52
MHQ MAG (N=2288),5163472.14,5050.17
MHQ MAG (N=2288),785359.35,616.31
MHQ MAG (N=2288),1617423.91,1688.62
MHQ MAG (N=2288),8704505.54,7800.81
MHQ MAG (N=2288),2177316.56,1910.22
MHQ MAG (N=2288),2095761.43,2113.59
MHQ MAG (N=2288),1247012.82,1042.04
